"Data Source","World Development Indicators",

"Last Updated Date","2018-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8399963378906","72.0910034179688","76.8170013427734","80.4229965209961","77.2320022583008","77.5039978027344","77.8509979248047","78.0179977416992","78.0970001220703","78.0910034179688","77.9260025024414","73.1689987182617","72.2919998168945","70.2289962768555","70.2170028686523","69.0699996948242","67.9179992675781","65.7900009155273","65.375","62.8139991760254","61.0859985351563","59.859001159668","59.5989990234375","59.6500015258789","58.9970016479492","59.1220016479492","59.9020004272461",
"Angola","AGO","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7159996032715","28.242000579834","32.6180000305176","32.5540008544922","33.1399993896484","31.8379993438721","31.193000793457","28.431999206543","30.3050003051758","28.568000793457","27.8530006408691","29.8610000610352","29.3279991149902","28.4300003051758","29.9729995727539","31.0459995269775","31.4150009155273","32.9360008239746","33.9329986572266","40.1510009765625","44.4949989318848","43.8440017700195","42.2140007019043","41.7039985656738","41.8289985656738","42.1080017089844","43.648998260498",
"Albania","ALB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.0289993286133","66.7070007324219","66.5559997558594","65.1419982910156","64.1520004272461","60.1360015869141","58.7560005187988","58.5940017700195","56.2890014648438","54.2050018310547","52.193000793457","50.4889984130859","49.0480003356934","47.007999420166","44.7039985656738","42.5970001220703","37.6800003051758","37.0480003356934","35.0530014038086","36.3019981384277","38.7229995727539","39.0099983215332","37.9650001525879","37.3409996032715","36.7000007629395","35.8059997558594","35.3979988098145",
"Andorra","AND","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.615997531657","32.9510086946776","32.0152827476376","31.6722609948438","31.2848637042091","32.2592790759991","30.021176761931","29.3307167430001","29.1458494017343","28.6682393697642","28.3646644861948","27.9544302746775","27.9236628806791","27.044740276384","26.4034694747285","26.2685830055362","24.5892431025805","24.1416703486557","22.9282214228509","22.2585535643348","22.4284503489187","21.8933230455119","21.5667050181994","21.6198420880284","21.6507559188518","21.6189965056541","22.021565746102",
"United Arab Emirates","ARE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.35400009155273","8.64200019836426","9.07699966430664","8.93000030517578","9.00800037384033","8.32699966430664","7.55100011825562","7.13600015640259","7.08900022506714","6.73400020599365","6.375","6.13899993896484","5.74599981307983","5.44899988174438","5.57399988174438","5.22599983215332","5.06099987030029","4.73400020599365","1.3639999628067","0.851999998092651","0.605000019073486","0.453000009059906","0.33899998664856","0.270999997854233","0.222000002861023","0.186000004410744","0.395999997854233",
"Argentina","ARG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.470999985933304","0.449999988079071","0.554000020027161","0.592000007629395","0.788999974727631","1.11099994182587","1.13999998569489","1.12399995326996","1.0900000333786","0.962999999523163","1.19000005722046","1.31099998950958","1.67900002002716","1.85599994659424","1.65600001811981","1.43400001525879","1.29100000858307","1.76199996471405","1.80599999427795","1.86300003528595","0.873000025749207","0.83899998664856","0.883000016212463","0.814999997615814","0.767000019550323","0.808000028133392","0.802999973297119",
"Armenia","ARM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3289985656738","43.9539985656738","51.2519989013672","49.476001739502","49.2589988708496","47.1230010986328","44.9949989318848","46.1349983215332","44.1479988098145","43.492000579834","43.6129989624023","41.8889999389648","39.2729988098145","38.2480010986328","35.1689987182617","32.6940002441406","30.3540000915527","30.8339996337891","34.1749992370605","31.6760005950928","33.140998840332","31.3479995727539","29.0209999084473","29.9629993438721","31.25","30.4489994049072","30.4939994812012",
"American Samoa","ASM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
